"o3","no2"
5.07638888888889,30.4166666666667
4.98611111111111,22.0833333333333
7.24166666666667,21.6666666666667
10.5166666666667,20.625
13.2666666666667,26.4583333333333
11.5666666666667,21.9444444444444
7.775,26.4583333333333
8.3125,29.5833333333333
2.70833333333333,18.125
9.78333333333333,23.5416666666667
7.8125,18.8541666666667
17.8416666666667,21.5
12.3267543859649,34.6666666666667
7.22222222222222,44.4166666666667
5.26111111111111,34.0625
6.02777777777778,36.25
2.94444444444444,16.5625
8.78666666666667,16.6666666666667
8.26666666666667,16.8333333333333
6.89583333333333,23.8333333333333
3.95333333333333,27.3333333333333
6.90833333333333,34.3333333333333
3.61111111111111,34.389880952381
6.20386904761905,29.8611111111111
7.13888888888889,17.1666666666667
11.3020833333333,16.4166666666667
16.0416666666667,25.9166666666667
6.58333333333333,31.1666666666667
3.47916666666667,21.6666666666667
6.92708333333333,19.5833333333333
5.42708333333333,17.6666666666667
11.0190476190476,33.5833333333333
6.5625,16.6428571428571
13.6333333333333,20.2083333333333
12.8166666666667,17.9166666666667
7.84375,22.0833333333333
4.05208333333333,23.125
7.36666666666667,19.8333333333333
6.94166666666667,17
8.09166666666667,21.4166666666667
5.21666666666667,20.2083333333333
8.125,17.2777777777778
11.3117093962804,18.0208333333333
5.35416666666667,16
10.8541666666667,20.0833333333333
8.5,22.5833333333333
4.625,22.75
12.2416666666667,20.9375
12.9308712121212,23.8333333333333
0.6875,22.1666666666667
2.04166666666667,19.75
14.7604166666667,35.4166666666667
5.63541666666667,33.75
4.91666666666667,27.6666666666667
7.91934523809524,18.125
15.6416666666667,26.875
6.18333333333333,24.5550295227603
4.8,21.6666666666667
5.24166666666667,21.9166666666667
4.775,20.5
4.3,18.25
12.5333333333333,15.3333333333333
16.2333333333333,19.8333333333333
10.4416666666667,25.75
5.4375,22.1875
12.49,21.6447368421053
9.525,20.7333333333333
9.31666666666667,19.8958333333333
13.4,15.0833333333333
18.0916666666667,13.9583333333333
18.45,18.9444444444444
13.3333333333333,26.967139489865
3.625,19.5833333333333
12.1166666666667,22.9166666666667
9.90666666666667,29
